國曆生日,月日,瑪雅生日,瑪雅月,瑪雅週,七價路徑,等離子日,矩陣位置,PSI印記,對應印記,Vinal 肯定句,七價路徑,祈禱文,判斷,烏爾諧波盧恩符文代號,瑪雅週,關鍵句
03月22日,03/22,09.16,太陽豹之月,藍色蛻變之週,"藍色35
白世界橋→藍風暴","SELI 16
海底輪(流動)",V20:H5,178,太陽白鏡,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,112,,
03月23日,03/23,09.17,太陽豹之月,藍色蛻變之週,"藍色35
白世界橋→藍風暴","GAMMA 17
眉心輪(平靜)",V19:H5,179,行星藍風暴,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,065,,
03月24日,03/24,09.18,太陽豹之月,藍色蛻變之週,"藍色35
白世界橋→藍風暴","KALI 18
臍輪(建立)",V18:H5,180,光譜黃太陽,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,066,,
03月25日,03/25,09.19,太陽豹之月,藍色蛻變之週,"藍色35
白世界橋→藍風暴","ALPHA 19
喉輪(釋放)",V17:H5,181,水晶紅龍,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,067,,
03月26日,03/26,09.20,太陽豹之月,藍色蛻變之週,"藍色35
白世界橋→藍風暴","LIMI 20 
胃輪(淨化)",V16:H5,182,宇宙白風,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,068,,
03月27日,03/27,09.21,太陽豹之月,藍色蛻變之週,"藍色35
白世界橋→藍風暴","SILIO 21
心輪(發射)",V15:H5,183,磁性藍夜,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,069,,
03月28日,03/28,09.22,太陽豹之月,黃色收穫之週,"黃色36
藍風暴→藍猴","DALI 22
頂輪(目標)",V7:H5,185,電力紅蛇,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,070,,
03月29日,03/29,09.23,太陽豹之月,黃色收穫之週,"黃色36
藍風暴→藍猴","SELI 23
海底輪(流動)",V6:H5,146,電力白世界橋,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,071,,
03月30日,03/30,09.24,太陽豹之月,黃色收穫之週,"黃色36
藍風暴→藍猴","GAMMA 24
眉心輪(平靜)",V5:H5,146,電力白世界橋,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,072,,
03月31日,03/31,09.25,太陽豹之月,黃色收穫之週,"黃色36
藍風暴→藍猴","KALI 25
臍輪(建立)",V4:H5,146,電力白世界橋,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,073,,
04月01日,04/01,09.26,太陽豹之月,黃色收穫之週,"黃色36
藍風暴→藍猴","ALPHA 26
喉輪(釋放)",V3:H5,155,水晶藍鷹,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,074,,
04月02日,04/02,09.27,太陽豹之月,黃色收穫之週,"黃色36
藍風暴→藍猴","LIMI 27 
胃輪(淨化)",V2:H5,155,水晶藍鷹,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,075,,
04月03日,04/03,09.28,太陽豹之月,黃色收穫之週,"黃色36
藍風暴→藍猴","SILIO 28
心輪(發射)",V1:H5,155,水晶藍鷹,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,076,,
04月04日,04/04,10.01,行星狗之月,紅色啟動之週,"紅色37
黃星星→白鏡","DALI 01
頂輪(目標)",V21:H18,107,電力藍手,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,077,,
04月05日,04/05,10.02,行星狗之月,紅色啟動之週,"紅色37
黃星星→白鏡","SELI 02
海底輪(流動)",V20:H18,107,電力藍手,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,078,,
04月06日,04/06,10.03,行星狗之月,紅色啟動之週,"紅色37
黃星星→白鏡","GAMMA 03
眉心輪(平靜)",V19:H18,107,電力藍手,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,079,,
04月07日,04/07,10.04,行星狗之月,紅色啟動之週,"紅色37
黃星星→白鏡","KALI 04 
臍輪(建立)",V18:H18,114,行星白巫師,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,080,,
04月08日,04/08,10.05,行星狗之月,紅色啟動之週,"紅色37
黃星星→白鏡","ALPHA 05
喉輪(釋放)",V17:H18,114,行星白巫師,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,081,,
04月09日,04/09,10.06,行星狗之月,紅色啟動之週,"紅色37
黃星星→白鏡","LIMI 06 
胃輪(淨化)",V16:H18,114,行星白巫師,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,082,,
04月10日,04/10,10.07,行星狗之月,紅色啟動之週,"紅色37
黃星星→白鏡","SILIO 07
心輪(發射)",V15:H18,186,自我存在白世界橋,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,083,,
04月11日,04/11,10.08,行星狗之月,白色淨化之週,"白色38
白鏡→藍鷹","DALI 08
頂輪(目標)",V7:H18,187,超頻藍手,13 Mac:終結模稜兩可的部分，進入出神狂喜之境,,,-1,084,,
04月12日,04/12,10.09,行星狗之月,白色淨化之週,"白色38
白鏡→藍鷹","SELI 09
海底輪(流動)",V6:H18,188,韻律黃星星,14 Kankin:迎接知者之光,,,-1,085,,
04月13日,04/13,10.10,行星狗之月,白色淨化之週,"白色38
白鏡→藍鷹","GAMMA 10
眉心輪(平靜)",V5:H18,190,銀河星系白狗,14 Kankin:迎接知者之光,,,-1,086,,
04月14日,04/14,10.11,行星狗之月,白色淨化之週,"白色38
白鏡→藍鷹","KALI 11
臍輪(建立)",V4:H18,191,太陽藍猴,14 Kankin:迎接知者之光,,,-1,087,,
04月15日,04/15,10.12,行星狗之月,白色淨化之週,"白色38
白鏡→藍鷹","ALPHA 12
喉輪(釋放)",V3:H18,193,光譜紅天行者,14 Kankin:迎接知者之光,,,-1,088,,
04月16日,04/16,10.13,行星狗之月,白色淨化之週,"白色38
白鏡→藍鷹","LIMI 13
胃輪(淨化)",V2:H18,194,水晶白巫師,14 Kankin:迎接知者之光,,,-1,089,,
04月17日,04/17,10.14,行星狗之月,白色淨化之週,"白色38
白鏡→藍鷹","SILIO 14
心輪(發射)",V1:H18,195,宇宙藍鷹,14 Kankin:迎接知者之光,,,-1,090,,
04月18日,04/18,10.15,行星狗之月,藍色蛻變之週,"藍色39
紅月→黃太陽","DALI 15
頂輪(目標)",V21:H4,196,磁性黃戰士,14 Kankin:迎接知者之光,,,-1,091,,
04月19日,04/19,10.16,行星狗之月,藍色蛻變之週,"藍色39
紅月→黃太陽","SELI 16
海底輪(流動)",V20:H4,198,電力白鏡,14 Kankin:迎接知者之光,,,-1,092,,
04月20日,04/20,10.17,行星狗之月,藍色蛻變之週,"藍色39
紅月→黃太陽","GAMMA 17
眉心輪(平靜)",V19:H4,199,自我存在藍風暴,14 Kankin:迎接知者之光,,,-1,093,,
04月21日,04/21,10.18,行星狗之月,藍色蛻變之週,"藍色39
紅月→黃太陽","KALI 18
臍輪(建立)",V18:H4,200,超頻黃太陽,14 Kankin:迎接知者之光,,,-1,094,,
04月22日,04/22,10.19,行星狗之月,藍色蛻變之週,"藍色39
紅月→黃太陽","ALPHA 19
喉輪(釋放)",V17:H4,201,韻律紅龍,14 Kankin:迎接知者之光,,,-1,095,,
04月23日,04/23,10.20,行星狗之月,藍色蛻變之週,"藍色39
紅月→黃太陽","LIMI 20 
胃輪(淨化)",V16:H4,202,共振白風,14 Kankin:迎接知者之光,,,-1,096,,
04月24日,04/24,10.21,行星狗之月,藍色蛻變之週,"藍色39
紅月→黃太陽","SILIO 21
心輪(發射)",V15:H4,204,太陽黃種子,14 Kankin:迎接知者之光,,,-1,097,,
04月25日,04/25,10.22,行星狗之月,黃色收穫之週,"黃色40
黃太陽→白巫師","DALI 22
頂輪(目標)",V7:H4,205,行星紅蛇,14 Kankin:迎接知者之光,,,-1,098,,
04月26日,04/26,10.23,行星狗之月,黃色收穫之週,"黃色40
黃太陽→白巫師","SELI 23
海底輪(流動)",V6:H4,147,自我存在藍手,14 Kankin:迎接知者之光,,,-1,099,,
04月27日,04/27,10.24,行星狗之月,黃色收穫之週,"黃色40
黃太陽→白巫師","GAMMA 24
眉心輪(平靜)",V5:H4,147,自我存在藍手,14 Kankin:迎接知者之光,,,-1,100,,
04月28日,04/28,10.25,行星狗之月,黃色收穫之週,"黃色40
黃太陽→白巫師","KALI 25
臍輪(建立)",V4:H4,147,自我存在藍手,14 Kankin:迎接知者之光,,,-1,101,,
04月29日,04/29,10.26,行星狗之月,黃色收穫之週,"黃色40
黃太陽→白巫師","ALPHA 26
喉輪(釋放)",V3:H4,154,光譜白巫師,14 Kankin:迎接知者之光,,,-1,102,,
04月30日,04/30,10.27,行星狗之月,黃色收穫之週,"黃色40
黃太陽→白巫師","LIMI 27 
胃輪(淨化)",V2:H4,154,光譜白巫師,14 Kankin:迎接知者之光,,,-1,103,,
05月01日,05/01,10.28,行星狗之月,黃色收穫之週,"黃色40
黃太陽→白巫師","SILIO 28
心輪(發射)",V1:H4,154,光譜白巫師,14 Kankin:迎接知者之光,,,-1,104,,
05月02日,05/02,11.01,光譜蛇之月,紅色啟動之週,"紅色41
紅蛇→藍鷹","DALI 01
頂輪(目標)",V21:H17,108,自我存在黃星星,15 Moan:為了要在黑暗中看見,,,-1,105,,
05月03日,05/03,11.02,光譜蛇之月,紅色啟動之週,"紅色41
紅蛇→藍鷹","SELI 02
海底輪(流動)",V20:H17,108,自我存在黃星星,15 Moan:為了要在黑暗中看見,,,-1,106,,
05月04日,05/04,11.03,光譜蛇之月,紅色啟動之週,"紅色41
紅蛇→藍鷹","GAMMA 03
眉心輪(平靜)",V19:H17,108,自我存在黃星星,15 Moan:為了要在黑暗中看見,,,-1,107,,
05月05日,05/05,11.04,光譜蛇之月,紅色啟動之週,"紅色41
紅蛇→藍鷹","KALI 04 
臍輪(建立)",V18:H17,113,太陽紅天行者,15 Moan:為了要在黑暗中看見,,,-1,108,,
05月06日,05/06,11.05,光譜蛇之月,紅色啟動之週,"紅色41
紅蛇→藍鷹","ALPHA 05
喉輪(釋放)",V17:H17,113,太陽紅天行者,15 Moan:為了要在黑暗中看見,,,-1,109,,
05月07日,05/07,11.06,光譜蛇之月,紅色啟動之週,"紅色41
紅蛇→藍鷹","LIMI 06 
胃輪(淨化)",V16:H17,113,太陽紅天行者,15 Moan:為了要在黑暗中看見,,,-1,110,,
05月08日,05/08,11.07,光譜蛇之月,紅色啟動之週,"紅色41
紅蛇→藍鷹","SILIO 07
心輪(發射)",V15:H17,206,光譜白世界橋,15 Moan:為了要在黑暗中看見,,,-1,111,,
05月09日,05/09,11.08,光譜蛇之月,白色淨化之週,"白色42
白世界橋→黃星星","DALI 08
頂輪(目標)",V7:H17,207,水晶藍手,15 Moan:為了要在黑暗中看見,,,-1,112,,
05月10日,05/10,11.09,光譜蛇之月,白色淨化之週,"白色42
白世界橋→黃星星","SELI 09
海底輪(流動)",V6:H17,208,宇宙黃星星,15 Moan:為了要在黑暗中看見,,,-1,065,,
05月11日,05/11,11.10,光譜蛇之月,白色淨化之週,"白色42
白世界橋→黃星星","GAMMA 10
眉心輪(平靜)",V5:H17,209,磁性紅月,15 Moan:為了要在黑暗中看見,,,-1,066,,
05月12日,05/12,11.11,光譜蛇之月,白色淨化之週,"白色42
白世界橋→黃星星","KALI 11
臍輪(建立)",V4:H17,212,自我存在黃人,15 Moan:為了要在黑暗中看見,,,-1,067,,
05月13日,05/13,11.12,光譜蛇之月,白色淨化之週,"白色42
白世界橋→黃星星","ALPHA 12
喉輪(釋放)",V3:H17,213,超頻紅天行者,15 Moan:為了要在黑暗中看見,,,-1,068,,
05月14日,05/14,11.13,光譜蛇之月,白色淨化之週,"白色42
白世界橋→黃星星","LIMI 13
胃輪(淨化)",V2:H17,214,韻律白巫師,15 Moan:為了要在黑暗中看見,,,-1,069,,
05月15日,05/15,11.14,光譜蛇之月,白色淨化之週,"白色42
白世界橋→黃星星","SILIO 14
心輪(發射)",V1:H17,215,共振藍鷹,15 Moan:為了要在黑暗中看見,,,-1,070,,
05月16日,05/16,11.15,光譜蛇之月,藍色蛻變之週,"藍色43
紅月→藍猴","DALI 15
頂輪(目標)",V21:H3,216,銀河星系黃戰士,15 Moan:為了要在黑暗中看見,,,-1,071,,
05月17日,05/17,11.16,光譜蛇之月,藍色蛻變之週,"藍色43
紅月→藍猴","SELI 16
海底輪(流動)",V20:H3,217,太陽紅地球,15 Moan:為了要在黑暗中看見,,,-1,072,,
05月18日,05/18,11.17,光譜蛇之月,藍色蛻變之週,"藍色43
紅月→藍猴","GAMMA 17
眉心輪(平靜)",V19:H3,219,光譜藍風暴,15 Moan:為了要在黑暗中看見,,,-1,073,,
05月19日,05/19,11.18,光譜蛇之月,藍色蛻變之週,"藍色43
紅月→藍猴","KALI 18
臍輪(建立)",V18:H3,220,水晶黃太陽,15 Moan:為了要在黑暗中看見,,,-1,074,,
05月20日,05/20,11.19,光譜蛇之月,藍色蛻變之週,"藍色43
紅月→藍猴","ALPHA 19
喉輪(釋放)",V17:H3,221,宇宙紅龍,15 Moan:為了要在黑暗中看見,,,-1,075,,
05月21日,05/21,11.20,光譜蛇之月,藍色蛻變之週,"藍色43
紅月→藍猴","LIMI 20 
胃輪(淨化)",V16:H3,223,月亮藍夜,15 Moan:為了要在黑暗中看見,,,-1,076,,
05月22日,05/22,11.21,光譜蛇之月,藍色蛻變之週,"藍色43
紅月→藍猴","SILIO 21
心輪(發射)",V15:H3,224,電力黃種子,16 Pax:觸碰未來樂音,,,-1,077,,
05月23日,05/23,11.22,光譜蛇之月,黃色收穫之週,"黃色44
黃人→白巫師","DALI 22
頂輪(目標)",V7:H3,225,自我存在紅蛇,16 Pax:觸碰未來樂音,,,-1,078,,
05月24日,05/24,11.23,光譜蛇之月,黃色收穫之週,"黃色44
黃人→白巫師","SELI 23
海底輪(流動)",V6:H3,148,超頻黃星星,16 Pax:觸碰未來樂音,,,-1,079,,
05月25日,05/25,11.24,光譜蛇之月,黃色收穫之週,"黃色44
黃人→白巫師","GAMMA 24
眉心輪(平靜)",V5:H3,148,超頻黃星星,16 Pax:觸碰未來樂音,,,-1,080,,
05月26日,05/26,11.25,光譜蛇之月,黃色收穫之週,"黃色44
黃人→白巫師","KALI 25
臍輪(建立)",V4:H3,148,超頻黃星星,16 Pax:觸碰未來樂音,,,-1,081,,
05月27日,05/27,11.26,光譜蛇之月,黃色收穫之週,"黃色44
黃人→白巫師","ALPHA 26
喉輪(釋放)",V3:H3,153,行星紅天行者,16 Pax:觸碰未來樂音,,,-1,082,,
05月28日,05/28,11.27,光譜蛇之月,黃色收穫之週,"黃色44
黃人→白巫師","LIMI 27 
胃輪(淨化)",V2:H3,153,行星紅天行者,16 Pax:觸碰未來樂音,,,-1,083,,
05月29日,05/29,11.28,光譜蛇之月,黃色收穫之週,"黃色44
黃人→白巫師","SILIO 28
心輪(發射)",V1:H3,153,行星紅天行者,16 Pax:觸碰未來樂音,,,-1,084,,
05月30日,05/30,12.01,水晶兔之月,紅色啟動之週,"紅色45
白鏡→紅蛇","DALI 01
頂輪(目標)",V21:H16,109,超頻紅月,16 Pax:觸碰未來樂音,,,-1,085,,
05月31日,05/31,12.02,水晶兔之月,紅色啟動之週,"紅色45
白鏡→紅蛇","SELI 02
海底輪(流動)",V20:H16,109,超頻紅月,16 Pax:觸碰未來樂音,,,-1,086,,
06月01日,06/01,12.03,水晶兔之月,紅色啟動之週,"紅色45
白鏡→紅蛇","GAMMA 03
眉心輪(平靜)",V19:H16,109,超頻紅月,16 Pax:觸碰未來樂音,,,-1,087,,
06月02日,06/02,12.04,水晶兔之月,紅色啟動之週,"紅色45
白鏡→紅蛇","KALI 04 
臍輪(建立)",V18:H16,112,銀河星系黃人,16 Pax:觸碰未來樂音,,,-1,088,,
06月03日,06/03,12.05,水晶兔之月,紅色啟動之週,"紅色45
白鏡→紅蛇","ALPHA 05
喉輪(釋放)",V17:H16,112,銀河星系黃人,16 Pax:觸碰未來樂音,,,-1,089,,
06月04日,06/04,12.06,水晶兔之月,紅色啟動之週,"紅色45
白鏡→紅蛇","LIMI 06 
胃輪(淨化)",V16:H16,112,銀河星系黃人,16 Pax:觸碰未來樂音,,,-1,090,,
06月05日,06/05,12.07,水晶兔之月,紅色啟動之週,"紅色45
白鏡→紅蛇","SILIO 07
心輪(發射)",V15:H16,226,超頻白世界橋,16 Pax:觸碰未來樂音,,,-1,091,,
06月06日,06/06,12.08,水晶兔之月,白色淨化之週,"白色46
白鏡→白世界橋","DALI 08
頂輪(目標)",V7:H16,227,韻律藍手,16 Pax:觸碰未來樂音,,,-1,092,,
06月07日,06/07,12.09,水晶兔之月,白色淨化之週,"白色46
白鏡→白世界橋","SELI 09
海底輪(流動)",V6:H16,228,共振黃星星,16 Pax:觸碰未來樂音,,,-1,093,,
06月08日,06/08,12.10,水晶兔之月,白色淨化之週,"白色46
白鏡→白世界橋","GAMMA 10
眉心輪(平靜)",V5:H16,229,銀河星系紅月,16 Pax:觸碰未來樂音,,,-1,094,,
06月09日,06/09,12.11,水晶兔之月,白色淨化之週,"白色46
白鏡→白世界橋","KALI 11
臍輪(建立)",V4:H16,230,太陽白狗,16 Pax:觸碰未來樂音,,,-1,095,,
06月10日,06/10,12.12,水晶兔之月,白色淨化之週,"白色46
白鏡→白世界橋","ALPHA 12
喉輪(釋放)",V3:H16,231,行星藍猴,16 Pax:觸碰未來樂音,,,-1,096,,
06月11日,06/11,12.13,水晶兔之月,白色淨化之週,"白色46
白鏡→白世界橋","LIMI 13
胃輪(淨化)",V2:H16,232,光譜黃人,17 Kayab:跟著歌聲與旋律,,,-1,097,,
06月12日,06/12,12.14,水晶兔之月,白色淨化之週,"白色46
白鏡→白世界橋","SILIO 14
心輪(發射)",V1:H16,233,水晶紅天行者,17 Kayab:跟著歌聲與旋律,,,-1,098,,
06月13日,06/13,12.15,水晶兔之月,藍色蛻變之週,"藍色47
藍風暴→黃星星","DALI 15
頂輪(目標)",V21:H2,234,宇宙白巫師,17 Kayab:跟著歌聲與旋律,,,-1,099,,
06月14日,06/14,12.16,水晶兔之月,藍色蛻變之週,"藍色47
藍風暴→黃星星","SELI 16
海底輪(流動)",V20:H2,235,磁性藍鷹,17 Kayab:跟著歌聲與旋律,,,-1,100,,
06月15日,06/15,12.17,水晶兔之月,藍色蛻變之週,"藍色47
藍風暴→黃星星","GAMMA 17
眉心輪(平靜)",V19:H2,236,月亮黃戰士,17 Kayab:跟著歌聲與旋律,,,-1,101,,
06月16日,06/16,12.18,水晶兔之月,藍色蛻變之週,"藍色47
藍風暴→黃星星","KALI 18
臍輪(建立)",V18:H2,237,電力紅地球,17 Kayab:跟著歌聲與旋律,,,-1,102,,
06月17日,06/17,12.19,水晶兔之月,藍色蛻變之週,"藍色47
藍風暴→黃星星","ALPHA 19
喉輪(釋放)",V17:H2,238,自我存在白鏡,17 Kayab:跟著歌聲與旋律,,,-1,103,,
06月18日,06/18,12.20,水晶兔之月,藍色蛻變之週,"藍色47
藍風暴→黃星星","LIMI 20 
胃輪(淨化)",V16:H2,240,韻律黃太陽,17 Kayab:跟著歌聲與旋律,,,-1,104,,
06月19日,06/19,12.21,水晶兔之月,藍色蛻變之週,"藍色47
藍風暴→黃星星","SILIO 21
心輪(發射)",V15:H2,242,銀河星系白風,17 Kayab:跟著歌聲與旋律,,,-1,105,,
06月20日,06/20,12.22,水晶兔之月,黃色收穫之週,"黃色48
藍風暴→紅月","DALI 22
頂輪(目標)",V7:H2,243,太陽藍夜,17 Kayab:跟著歌聲與旋律,,,-1,106,,
06月21日,06/21,12.23,水晶兔之月,黃色收穫之週,"黃色48
藍風暴→紅月","SELI 23
海底輪(流動)",V6:H2,149,韻律紅月,17 Kayab:跟著歌聲與旋律,,,-1,107,,
06月22日,06/22,12.24,水晶兔之月,黃色收穫之週,"黃色48
藍風暴→紅月","GAMMA 24
眉心輪(平靜)",V5:H2,149,韻律紅月,17 Kayab:跟著歌聲與旋律,,,-1,108,,
06月23日,06/23,12.25,水晶兔之月,黃色收穫之週,"黃色48
藍風暴→紅月","KALI 25
臍輪(建立)",V4:H2,149,韻律紅月,17 Kayab:跟著歌聲與旋律,,,-1,109,,
06月24日,06/24,12.26,水晶兔之月,黃色收穫之週,"黃色48
藍風暴→紅月","ALPHA 26
喉輪(釋放)",V3:H2,152,太陽黃人,17 Kayab:跟著歌聲與旋律,,,-1,110,,
06月25日,06/25,12.27,水晶兔之月,黃色收穫之週,"黃色48
藍風暴→紅月","LIMI 27 
胃輪(淨化)",V2:H2,152,太陽黃人,17 Kayab:跟著歌聲與旋律,,,-1,111,,
06月26日,06/26,12.28,水晶兔之月,黃色收穫之週,"黃色48
藍風暴→紅月","SILIO 28
心輪(發射)",V1:H2,152,太陽黃人,17 Kayab:跟著歌聲與旋律,,,-1,112,,
06月27日,06/27,13.01,宇宙龜之月,紅色啟動之週,"紅色49
黃太陽→藍猴","DALI 01
頂輪(目標)",V21:H15,110,韻律白狗,17 Kayab:跟著歌聲與旋律,,,-1,065/066,,
06月28日,06/28,13.02,宇宙龜之月,紅色啟動之週,"紅色49
黃太陽→藍猴","SELI 02
海底輪(流動)",V20:H15,110,韻律白狗,17 Kayab:跟著歌聲與旋律,,,-1,067/068,,
06月29日,06/29,13.03,宇宙龜之月,紅色啟動之週,"紅色49
黃太陽→藍猴","GAMMA 03
眉心輪(平靜)",V19:H15,110,韻律白狗,17 Kayab:跟著歌聲與旋律,,,-1,069/070,,
06月30日,06/30,13.04,宇宙龜之月,紅色啟動之週,"紅色49
黃太陽→藍猴","KALI 04 
臍輪(建立)",V18:H15,111,共振藍猴,17 Kayab:跟著歌聲與旋律,,,-1,071/072,,
07月01日,07/01,13.05,宇宙龜之月,紅色啟動之週,"紅色49
黃太陽→藍猴","ALPHA 05
喉輪(釋放)",V17:H15,111,共振藍猴,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,073/074,,
07月02日,07/02,13.06,宇宙龜之月,紅色啟動之週,"紅色49
黃太陽→藍猴","LIMI 06 
胃輪(淨化)",V16:H15,111,共振藍猴,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,075/076,,
07月03日,07/03,13.07,宇宙龜之月,紅色啟動之週,"紅色49
黃太陽→藍猴","SILIO 07
心輪(發射)",V15:H15,244,行星黃種子,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,077/078,,
07月04日,07/04,13.08,宇宙龜之月,白色淨化之週,"白色50
黃太陽→黃人","DALI 08
頂輪(目標)",V7:H15,245,光譜紅蛇,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,079/080,,
07月05日,07/05,13.09,宇宙龜之月,白色淨化之週,"白色50
黃太陽→黃人","SELI 09
海底輪(流動)",V6:H15,246,水晶白世界橋,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,081/082,,
07月06日,07/06,13.10,宇宙龜之月,白色淨化之週,"白色50
黃太陽→黃人","GAMMA 10
眉心輪(平靜)",V5:H15,247,宇宙藍手,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,083/084,,
07月07日,07/07,13.11,宇宙龜之月,白色淨化之週,"白色50
黃太陽→黃人","KALI 11
臍輪(建立)",V4:H15,248,磁性黃星星,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,085/086,,
07月08日,07/08,13.12,宇宙龜之月,白色淨化之週,"白色50
黃太陽→黃人","ALPHA 12
喉輪(釋放)",V3:H15,249,月亮紅月,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,087/088,,
07月09日,07/09,13.13,宇宙龜之月,白色淨化之週,"白色50
黃太陽→黃人","LIMI 13
胃輪(淨化)",V2:H15,250,電力白狗,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,089/090,,
07月10日,07/10,13.14,宇宙龜之月,白色淨化之週,"白色50
黃太陽→黃人","SILIO 14
心輪(發射)",V1:H15,251,自我存在藍猴,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,091/092,,
07月11日,07/11,13.15,宇宙龜之月,藍色蛻變之週,"藍色51
紅地球→白巫師","DALI 15
頂輪(目標)",V21:H1,252,超頻黃人,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,093/094,,
07月12日,07/12,13.16,宇宙龜之月,藍色蛻變之週,"藍色51
紅地球→白巫師","SELI 16
海底輪(流動)",V20:H1,253,韻律紅天行者,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,095/906,,
07月13日,07/13,13.17,宇宙龜之月,藍色蛻變之週,"藍色51
紅地球→白巫師","GAMMA 17
眉心輪(平靜)",V19:H1,254,共振白巫師,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,097/098,,
07月14日,07/14,13.18,宇宙龜之月,藍色蛻變之週,"藍色51
紅地球→白巫師","KALI 18
臍輪(建立)",V18:H1,255,銀河星系藍鷹,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,099/100,,
07月15日,07/15,13.19,宇宙龜之月,藍色蛻變之週,"藍色51
紅地球→白巫師","ALPHA 19
喉輪(釋放)",V17:H1,256,太陽黃戰士,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,101/102,,
07月16日,07/16,13.20,宇宙龜之月,藍色蛻變之週,"藍色51
紅地球→白巫師","LIMI 20 
胃輪(淨化)",V16:H1,257,行星紅地球,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,103/104,,
07月17日,07/17,13.21,宇宙龜之月,藍色蛻變之週,"藍色51
紅地球→白巫師","SILIO 21
心輪(發射)",V15:H1,258,光譜白鏡,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,105/106,,
07月18日,07/18,13.22,宇宙龜之月,黃色收穫之週,"黃色52
紅地球→藍鷹","DALI 22
頂輪(目標)",V7:H1,259,水晶藍風暴,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,107/108,,
07月19日,07/19,13.23,宇宙龜之月,黃色收穫之週,"黃色52
紅地球→藍鷹","SELI 23
海底輪(流動)",V6:H1,150,共振白狗,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,109/110,,
07月20日,07/20,13.24,宇宙龜之月,黃色收穫之週,"黃色52
紅地球→藍鷹","GAMMA 24
眉心輪(平靜)",V5:H1,150,共振白狗,18 Cumhu:位在獲得神性精神食糧的正確位置,,,-1,111/112,,
07月21日,07/21,13.25,宇宙龜之月,黃色收穫之週,"黃色52
紅地球→藍鷹","KALI 25
臍輪(建立)",V4:H1,150,共振白狗,19 Uyeb:為了獲得珍寶所需的一切,,,-1,C#,,
07月22日,07/22,13.26,宇宙龜之月,黃色收穫之週,"黃色52
紅地球→藍鷹","ALPHA 26
喉輪(釋放)",V3:H1,151,銀河星系藍猴,19 Uyeb:為了獲得珍寶所需的一切,,,-1,Eb,,
07月23日,07/23,13.27,宇宙龜之月,黃色收穫之週,"黃色52
紅地球→藍鷹","LIMI 27 
胃輪(淨化)",V2:H1,151,銀河星系藍猴,19 Uyeb:為了獲得珍寶所需的一切,,,-1,F#,,
07月24日,07/24,13.28,宇宙龜之月,黃色收穫之週,"黃色52
紅地球→藍鷹","SILIO 28
心輪(發射)",V1:H1,151,銀河星系藍猴,19 Uyeb:為了獲得珍寶所需的一切,,,-1,G#,,
07月25日,07/25,無時間日,,,,,,,,19 Uyeb:為了獲得珍寶所需的一切,,,-1,Bb,,
